"","Postcode","ABSTUDY..Living.allowance.","ABSTUDY..Non.living.allowance.","Age.Pension","Austudy","Carer.Allowance","Carer.Allowance..Child.Health.Care.Card.only.","Carer.Payment","Double.Orphan.Pension","Disability.Support.Pension","Family.Tax.Benefit.A","Family.Tax.Benefit.B","Health.Care.Card","Low.Income.Card","Newstart.Allowance","Parenting.Payment.Partnered","Parenting.Payment.Single","Partner.Allowance","Pensioner.Concession.Card","Commonwealth.Seniors.Health.Card","Sickness.Allowance","Special.Benefit","Widow.Allowance","Widow.B.Pension","Wife.Pension..Partner.on.Age.Pension.","Wife.Pension..Partner.on.Disability.Support.Pension.","Youth.Allowance..other.","Youth.Allowance..student.and.apprentice."
"1471","3957","0","0","27","<5","8","<5","<5","0","7","29","18","23","6","12","<5","<5","0","42","13","0","0","0","0","<5","0","0","<5"
"1472","3958","0","0","35","0","6","0","<5","0","<5","18","13","14","5","<5","<5","<5","0","43","6","0","0","<5","0","0","0","0","<5"
"1473","3959","<5","0","172","0","25","<5","10","0","30","61","44","65","29","26","5","<5","0","227","50","0","0","<5","0","0","<5","<5","8"
"1475","3962","0","0","181","0","35","<5","20","0","72","67","47","64","17","52","<5","6","0","315","11","0","0","<5","0","<5","0","<5","<5"
"1476","3964","0","0","27","0","5","0","<5","0","6","7","<5","10","<5","8","0","<5","0","41","<5","0","0","0","0","0","0","0","<5"
"1477","3965","0","0","58","0","<5","0","<5","0","14","7","6","13","6","<5","<5","0","0","76","5","0","0","0","0","0","0","0","<5"
"1478","3966","0","0","83","0","8","0","<5","0","26","31","19","26","13","13","<5","<5","0","128","17","<5","0","0","0","<5","0","<5","0"
"1479","3967","0","0","23","0","<5","0","<5","0","7","6","<5","8","<5","7","0","0","0","36","7","0","0","0","0","0","0","0","0"
"1485","3979","0","0","23","0","10","0","<5","0","9","29","15","23","10","8","<5","<5","0","43","14","0","0","0","0","0","0","0","0"
"1489","3987","0","0","125","0","41","<5","19","0","43","122","87","98","25","47","<5","27","0","239","22","<5","0","<5","0","0","0","<5","7"
"1490","3988","0","0","117","0","34","<5","10","0","31","70","45","67","25","20","<5","7","<5","176","28","0","0","0","0","0","<5","<5","5"
"1491","3990","0","0","7","0","<5","0","<5","0","5","<5","<5","<5","<5","5","0","<5","0","18","10","0","0","0","0","0","0","0","0"
"1492","3991","0","0","54","0","14","0","7","0","23","21","15","29","9","18","0","<5","<5","101","<5","0","0","0","0","0","0","<5","<5"
"1497","4001","<5","0","10","<5","<5","0","<5","0","18","15","13","32","7","25","0","<5","0","44","<5","0","0","<5","0","0","0","<5","7"
"1498","4002","0","0","<5","0","0","0","0","0","0","<5","<5","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"1499","4003","0","0","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"1500","4004","0","0","9","<5","0","0","0","0","14","<5","<5","9","<5","11","0","0","0","25","0","0","0","0","0","0","0","0","0"
"1504","4008","0","0","39","<5","5","0","<5","0","12","15","10","15","5","16","0","<5","0","63","<5","0","0","0","0","0","0","0","0"
"1505","4009","0","0","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"1517","4025","0","0","25","0","<5","0","<5","0","<5","5","<5","8","<5","<5","0","0","0","31","<5","<5","0","0","0","0","0","0","0"
"1518","4029","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"1540","4072","0","0","0","0","0","0","0","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","<5"
"1583","4155","0","0","123","0","34","0","11","0","18","31","20","48","15","23","<5","<5","0","162","38","<5","0","0","0","<5","0","<5","<5"
"1584","4156","0","0","204","<5","55","0","15","0","35","95","64","99","44","19","<5","10","0","276","46","0","0","<5","0","0","0","<5","16"
"1616","4219","0","0","66","<5","9","0","<5","0","<5","7","6","7","<5","10","0","<5","0","81","0","0","0","0","0","0","0","0","0"
"1619","4222","0","0","0","0","0","0","0","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","<5"
"1626","4229","<5","0","0","0","0","0","0","0","0","0","0","13","12","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"1627","4230","0","0","12","0","<5","0","0","0","<5","<5","<5","<5","0","<5","<5","0","0","12","<5","0","0","0","0","0","0","<5","<5"
"1634","4287","0","0","84","0","38","0","21","0","57","61","50","64","14","32","5","14","0","193","31","0","0","0","0","<5","<5","<5","<5"
"1641","4307","0","<5","152","<5","48","<5","18","0","44","107","73","86","18","42","6","16","0","257","33","<5","0","<5","0","0","0","10","<5"
"1644","4311","<5","18","1,278","15","529","8","272","0","797","1,044","871","899","114","560","90","253","<5","2,941","51","8","<5","10","0","7","15","122","31"
"1645","4312","<5","<5","572","<5","133","<5","68","0","207","188","148","190","23","134","14","43","<5","974","23","<5","0","6","0","<5","6","14","<5"
"1646","4313","0","<5","459","<5","93","<5","50","0","156","171","140","155","21","104","10","40","0","771","43","<5","0","0","0","<5","<5","13","5"
"1647","4320","0","0","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"1649","4341","7","18","1,909","20","664","8","322","0","858","1,382","1,096","1,113","184","698","86","281","<5","3,756","83","<5","<5","11","0","<5","13","118","77"
"1650","4342","0","<5","292","<5","107","<5","57","0","151","234","180","222","57","117","14","62","0","623","21","<5","0","0","0","0","<5","24","51"
"1651","4343","5","17","1,280","14","343","11","163","<5","510","822","649","855","252","415","67","152","<5","2,341","133","<5","<5","<5","0","11","10","72","171"
"1652","4344","<5","<5","294","6","78","0","32","0","98","232","189","171","25","109","11","50","0","532","23","0","<5","<5","0","<5","<5","11","11"
"1653","4345","0","0","0","0","0","0","0","0","0","<5","<5","7","7","0","0","<5","0","<5","0","0","0","0","0","0","0","0","8"
"1654","4346","<5","<5","78","0","32","<5","10","<5","28","68","55","62","9","30","5","9","<5","147","22","0","0","<5","0","0","0","<5","<5"
"1655","4347","0","<5","148","<5","50","<5","28","0","80","88","73","99","17","56","7","13","<5","302","21","<5","0","0","0","<5","<5","7","6"
"1658","4353","0","0","58","<5","10","0","<5","0","11","29","24","24","10","14","0","5","0","85","11","0","0","0","0","0","0","<5","<5"
"1664","4359","0","0","143","0","33","0","19","0","40","100","75","86","19","34","7","17","0","237","7","0","0","0","0","0","<5","<5","10"
"1665","4360","0","0","84","0","18","<5","10","0","28","64","40","49","13","11","<5","10","0","141","23","0","0","0","0","0","0","<5","<5"
"1668","4363","0","0","71","0","15","0","<5","0","27","56","39","47","10","24","<5","7","0","120","6","<5","0","0","0","0","<5","<5","<5"
"1669","4364","0","0","19","0","6","0","<5","0","11","23","17","10","<5","<5","<5","<5","0","39","5","0","0","0","0","0","0","<5","0"
"1670","4365","<5","0","85","0","16","0","12","0","43","34","24","38","9","27","<5","9","0","163","6","0","0","0","0","0","<5","<5","0"
"1672","4371","0","0","101","0","20","<5","8","0","25","58","34","39","7","19","5","5","0","154","20","<5","0","<5","0","0","<5","<5","<5"
"1673","4372","0","0","24","0","5","0","<5","0","7","11","8","13","<5","6","<5","<5","0","38","<5","0","0","0","0","0","0","0","<5"
"1674","4373","0","<5","225","<5","45","0","28","0","54","91","66","69","17","46","<5","13","0","352","24","<5","0","<5","0","0","<5","7","<5"
"1675","4374","0","0","73","<5","18","0","10","0","21","26","13","22","<5","14","<5","<5","<5","117","10","<5","0","<5","0","0","0","0","0"
"1676","4375","0","0","32","<5","12","0","9","0","15","20","18","13","<5","10","0","7","<5","74","0","0","0","0","0","<5","<5","<5","0"
"1677","4376","0","0","64","<5","15","0","6","0","20","22","13","25","<5","19","<5","<5","0","106","5","<5","0","<5","0","0","0","7","0"
"1678","4377","0","0","115","0","29","0","17","0","32","48","31","28","5","16","<5","10","<5","187","6","<5","0","0","0","0","0","<5","<5"
"1679","4378","<5","0","89","<5","24","<5","10","0","17","38","28","40","12","21","8","<5","0","134","<5","0","0","0","0","0","0","<5","0"
"1681","4381","0","<5","88","<5","20","<5","7","<5","21","50","35","53","11","29","6","<5","0","137","10","0","0","<5","0","0","<5","<5","0"
"1682","4382","0","0","74","0","17","0","7","0","24","39","27","40","12","18","6","<5","0","119","18","0","0","<5","0","0","0","<5","<5"
"1683","4383","0","<5","115","0","39","<5","19","0","62","69","54","89","8","68","11","14","0","247","6","0","0","<5","0","<5","<5","8","<5"
"1684","4384","0","0","0","0","<5","0","<5","0","<5","<5","<5","<5","0","0","0","0","0","<5","0","<5","0","0","0","0","0","0","0"
"1687","4388","0","0","83","0","24","0","9","0","28","46","38","54","12","21","<5","7","0","131","16","0","<5","0","0","0","0","5","<5"
"1691","4402","0","0","71","0","16","0","8","0","22","20","15","24","5","20","<5","<5","0","117","9","0","0","<5","0","0","<5","<5","<5"
"1692","4403","0","<5","57","<5","22","<5","17","0","37","57","40","47","12","14","5","10","<5","128","18","0","0","0","0","0","0","<5","<5"
"1693","4404","0","0","30","0","9","0","<5","0","6","30","22","17","<5","6","<5","<5","0","44","12","0","0","<5","0","0","0","<5","0"
"1695","4406","<5","<5","89","<5","28","<5","15","<5","42","99","69","99","15","35","5","16","0","173","18","0","0","<5","0","0","0","11","<5"
"1696","4407","<5","0","61","0","20","0","7","0","16","29","25","18","<5","13","0","<5","0","95","8","0","0","0","0","<5","0","<5","<5"
"1697","4408","0","<5","102","0","26","0","12","0","24","45","32","42","6","12","<5","5","0","150","23","0","0","0","0","<5","0","<5","<5"
"1698","4410","0","<5","256","0","58","0","29","0","94","85","60","83","19","49","<5","23","<5","431","41","0","0","<5","0","<5","<5","<5","<5"
"1699","4411","0","0","19","0","10","<5","7","0","15","20","17","9","<5","10","<5","7","0","57","7","0","0","0","0","0","<5","0","<5"
"1700","4412","0","0","13","0","<5","0","<5","0","5","11","6","14","0","<5","0","<5","0","25","5","0","0","0","0","0","0","<5","<5"
"1703","4416","0","0","29","0","6","<5","<5","0","<5","30","14","21","<5","9","0","<5","0","36","12","0","0","0","0","0","0","<5","<5"
"1704","4417","0","<5","79","0","16","0","8","0","18","48","36","30","<5","17","<5","12","0","126","7","0","0","0","0","0","<5","<5","0"
"1705","4418","0","0","7","0","<5","0","<5","0","<5","7","5","9","<5","<5","0","0","0","11","8","0","0","0","0","0","0","0","<5"
"1707","4420","0","<5","126","<5","16","0","<5","0","19","72","52","79","16","17","<5","<5","0","153","24","<5","0","0","0","0","0","<5","<5"
"1709","4422","0","0","42","0","6","0","6","0","18","44","31","24","<5","5","<5","<5","0","73","5","0","0","0","0","<5","0","0","0"
"1710","4423","0","0","8","0","<5","0","<5","0","<5","25","16","28","<5","5","<5","<5","0","18","<5","<5","0","0","0","0","0","0","<5"
"1711","4424","0","0","19","0","6","0","<5","0","8","15","8","9","<5","5","<5","0","0","34","13","0","0","0","0","0","0","0","<5"
"1712","4425","0","0","32","<5","7","<5","<5","0","8","21","15","19","<5","8","<5","5","0","54","0","0","0","0","0","0","0","0","<5"
"1713","4426","0","0","14","0","<5","0","<5","0","<5","8","<5","13","<5","<5","0","0","0","20","5","0","0","0","0","0","0","0","0"
"1714","4427","0","0","45","0","14","0","8","0","17","33","26","36","<5","18","<5","10","0","90","7","0","0","0","0","0","0","<5","<5"
"1715","4428","0","0","57","<5","18","0","8","0","15","42","33","34","<5","14","<5","<5","0","93","28","0","0","0","0","0","0","<5","0"
"1716","4454","<5","0","49","0","9","0","<5","0","16","41","23","34","5","10","<5","<5","0","74","22","0","0","0","0","0","0","<5","0"
"1717","4455","8","21","579","<5","116","<5","40","<5","208","532","406","391","65","217","19","135","0","1,076","125","<5","<5","0","0","<5","<5","46","17"
"1718","4461","0","0","<5","0","0","0","0","0","<5","<5","<5","6","<5","0","<5","0","0","<5","0","0","0","0","0","0","0","0","0"
"1719","4462","0","0","22","0","5","0","<5","0","<5","7","5","6","0","<5","0","<5","0","33","<5","0","0","0","0","0","0","<5","0"
"1720","4465","0","<5","145","<5","26","<5","16","0","57","122","97","118","12","46","5","24","0","261","33","0","0","0","0","0","0","<5","<5"
"1721","4467","0","0","20","0","<5","0","0","0","<5","11","9","14","<5","<5","<5","<5","0","25","<5","0","0","0","0","0","0","0","0"
"1722","4468","0","0","42","0","8","0","5","0","8","23","14","27","<5","7","<5","<5","0","61","6","0","0","0","0","0","0","0","<5"
"1723","4470","<5","22","390","<5","78","<5","39","0","129","304","245","260","20","166","14","83","0","713","27","<5","0","<5","0","0","<5","24","5"
"1724","4472","0","<5","230","0","53","0","31","0","70","99","67","74","9","36","8","18","0","371","14","<5","0","0","0","<5","0","<5","<5"
"1725","4474","0","0","9","0","<5","0","<5","0","<5","<5","<5","<5","0","<5","0","0","0","12","0","0","0","0","0","0","0","0","0"
"1726","4475","0","0","<5","0","0","0","<5","0","0","<5","<5","5","0","<5","0","0","0","5","<5","0","0","0","0","0","0","0","0"
"1727","4477","0","0","70","<5","7","0","<5","0","14","45","30","40","<5","20","<5","<5","0","95","8","0","0","0","0","0","0","<5","0"
"1728","4478","0","5","57","<5","12","0","<5","0","15","43","23","24","<5","11","<5","8","0","90","<5","0","0","0","0","0","0","<5","<5"
"1729","4479","0","0","<5","0","0","0","0","0","0","<5","<5","7","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"1730","4480","0","<5","49","0","11","<5","<5","0","18","51","38","46","<5","25","<5","14","0","99","10","0","0","0","0","0","0","<5","<5"
"1731","4481","0","0","9","0","<5","0","0","0","0","9","5","5","0","<5","<5","<5","0","11","<5","0","0","0","0","0","0","0","0"
"1732","4482","<5","<5","<5","0","0","0","<5","0","<5","8","6","7","<5","6","<5","<5","0","11","0","0","0","0","0","0","0","0","0"
"1733","4486","0","<5","72","0","15","<5","7","0","22","51","37","47","<5","26","<5","11","0","119","9","0","0","0","0","0","0","<5","<5"
"1734","4487","11","21","292","<5","71","<5","34","0","95","285","218","264","23","148","8","83","<5","549","38","0","0","<5","0","0","0","29","10"
"1735","4488","0","<5","23","0","<5","0","<5","0","<5","22","14","18","<5","<5","0","<5","0","31","6","0","0","<5","0","0","0","<5","<5"
"1736","4489","0","<5","10","0","<5","0","<5","0","7","9","<5","12","0","<5","<5","<5","0","22","0","0","0","0","0","0","0","0","0"
"1737","4490","7","24","173","0","48","0","28","0","109","136","117","156","16","100","5","53","<5","398","15","<5","0","0","0","0","<5","25","<5"
"1738","4491","0","0","9","0","<5","0","<5","0","<5","6","<5","<5","0","<5","<5","<5","0","19","<5","0","0","0","0","0","0","0","0"
"1739","4492","0","0","16","0","0","0","0","0","<5","16","12","7","0","<5","<5","<5","0","23","<5","<5","0","0","0","0","0","0","0"
"1740","4493","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"1741","4494","0","0","8","0","<5","<5","<5","0","<5","21","16","8","<5","<5","<5","<5","0","18","0","0","0","0","0","0","0","0","0"
"1742","4496","0","0","16","0","<5","0","0","0","10","30","18","20","0","5","<5","<5","0","28","6","0","0","0","0","0","0","<5","0"
"1743","4497","<5","0","17","<5","<5","0","<5","0","9","24","15","20","<5","<5","<5","<5","0","31","5","0","0","0","0","<5","0","0","0"
"1759","4515","<5","<5","522","10","160","<5","63","0","154","304","233","249","47","152","27","57","<5","892","46","<5","0","<5","0","<5","<5","20","12"
"1760","4516","<5","<5","359","9","130","<5","51","0","95","276","179","221","51","103","10","36","0","595","41","<5","0","<5","0","<5","0","20","17"
"1761","4517","0","0","145","<5","37","0","16","0","29","46","34","37","7","25","<5","10","0","214","5","<5","0","0","0","0","0","5","<5"
"1770","4554","0","0","165","<5","48","<5","21","<5","64","126","93","126","23","88","8","15","0","309","22","<5","0","<5","0","0","<5","7","7"
"1787","4571","0","0","98","<5","29","0","12","0","56","63","48","60","8","44","<5","13","0","192","12","<5","<5","0","0","0","0","5","<5"
"1790","4574","0","<5","169","<5","50","<5","23","0","96","110","81","94","15","62","9","15","0","339","30","<5","0","<5","0","0","<5","6","<5"
"1794","4600","0","0","158","0","53","0","26","0","95","71","53","68","12","56","5","15","<5","329","9","0","0","<5","0","<5","<5","9","<5"
"1795","4601","<5","<5","187","<5","53","0","27","0","74","89","63","101","17","51","7","16","0","332","14","0","0","<5","0","0","0","7","<5"
"1796","4605","11","104","682","<5","201","5","117","<5","338","562","477","597","40","403","38","214","0","1,498","45","<5","<5","6","0","<5","0","127","5"
"1797","4606","<5","8","588","<5","127","<5","55","<5","145","203","163","176","22","94","19","44","<5","883","26","0","0","5","0","<5","<5","18","0"
"1798","4608","0","0","130","0","39","0","25","0","54","58","49","51","<5","35","7","9","<5","242","6","<5","0","<5","0","<5","<5","<5","<5"
"1799","4610","6","22","2,017","16","665","7","328","<5","903","1,228","960","1,081","158","568","99","275","<5","3,835","207","<5","<5","13","0","7","8","141","37"
"1800","4611","0","0","22","0","10","0","8","0","12","14","10","15","<5","<5","<5","<5","0","47","0","0","0","0","0","0","0","<5","<5"
"1801","4612","0","0","71","0","13","<5","8","0","23","8","6","18","<5","7","<5","0","0","106","10","0","0","0","0","0","0","0","0"
"1802","4613","0","<5","175","0","71","0","39","0","92","76","63","89","22","53","10","10","0","345","14","0","0","0","0","<5","<5","11","5"
"1804","4615","<5","13","1,414","<5","528","6","277","0","741","610","471","617","97","394","46","115","<5","2,765","74","<5","0","12","0","<5","13","63","8"
"1805","4620","0","0","73","0","10","0","7","0","31","22","13","32","15","23","0","<5","<5","134","9","0","0","<5","0","<5","0","<5","<5"
"1806","4621","<5","7","421","<5","102","0","58","0","156","115","100","129","21","89","12","28","0","711","25","0","0","<5","0","<5","<5","11","6"
"1807","4625","0","5","387","<5","74","<5","30","0","118","222","158","200","25","112","19","40","<5","638","45","0","0","<5","0","<5","<5","21","6"
"1808","4626","0","<5","248","0","50","<5","22","<5","75","164","108","132","17","58","9","30","0","394","56","0","0","<5","0","0","<5","5","<5"
"1809","4627","<5","5","101","<5","25","0","12","0","50","73","58","66","6","47","<5","17","0","200","17","0","0","<5","0","0","<5","9","<5"
"1810","4630","<5","<5","385","<5","63","0","24","0","82","182","123","196","26","104","10","29","0","567","74","<5","0","<5","0","<5","<5","11","<5"
"1815","4662","0","<5","140","<5","52","0","29","0","58","86","74","83","11","52","7","20","<5","276","5","<5","0","0","0","<5","0","14","<5"
"1818","4673","<5","<5","116","<5","26","0","15","0","32","46","32","58","12","35","5","<5","<5","196","11","0","0","<5","0","<5","<5","6","<5"
"1819","4674","0","<5","241","<5","102","0","72","0","174","106","85","176","21","128","11","12","<5","557","20","<5","0","<5","0","<5","<5","14","<5"
"1820","4675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0"
"1821","4676","0","0","27","0","5","0","<5","0","14","11","8","11","<5","14","<5","<5","0","55","6","0","0","<5","0","0","0","0","0"
"1823","4678","0","0","135","<5","28","0","12","0","28","39","34","43","5","38","<5","12","0","202","16","0","0","0","0","<5","0","0","<5"
"1825","4694","0","0","22","0","<5","0","<5","0","11","19","12","20","<5","21","0","5","0","45","0","0","0","0","0","0","0","0","<5"
"1826","4695","<5","<5","134","<5","37","<5","15","0","41","70","57","88","5","72","<5","18","0","227","8","0","0","<5","0","<5","0","6","0"
"1827","4697","0","0","15","0","8","<5","5","0","7","12","12","19","<5","11","<5","<5","0","30","<5","0","0","0","0","0","0","0","0"
"1828","4699","0","<5","50","0","19","0","8","0","15","28","20","38","<5","14","<5","<5","0","80","8","0","0","0","0","0","0","<5","0"
"1833","4704","0","0","22","<5","<5","0","<5","0","6","5","<5","10","<5","8","0","<5","0","33","<5","0","0","0","0","0","0","<5","0"
"1834","4705","<5","0","17","0","<5","0","<5","0","5","26","18","12","<5","5","0","<5","0","29","11","0","0","0","0","0","0","0","0"
"1835","4706","0","0","15","0","5","0","<5","0","10","<5","0","<5","0","7","0","0","0","32","<5","0","0","<5","0","0","0","0","0"
"1836","4707","0","0","48","0","15","0","12","0","22","11","8","12","0","11","0","<5","0","88","0","0","0","0","0","0","0","<5","0"
"1837","4709","0","0","<5","0","8","<5","0","0","<5","16","16","15","0","<5","<5","<5","0","9","0","0","0","0","0","0","0","<5","0"
"1839","4711","0","<5","140","<5","40","<5","12","0","23","66","45","61","13","27","<5","6","0","191","8","<5","0","0","0","0","0","<5","6"
"1841","4713","13","61","30","0","23","<5","18","0","54","163","160","286","14","217","10","93","0","240","0","0","0","0","0","0","0","53","0"
"1843","4715","<5","8","518","<5","127","<5","32","0","161","354","283","366","40","223","20","81","0","862","92","0","0","0","0","0","<5","30","5"
"1844","4716","0","0","82","0","14","0","5","0","16","41","27","46","<5","30","5","7","0","118","18","0","0","<5","0","0","0","<5","<5"
"1846","4718","0","5","114","<5","49","<5","23","0","43","137","111","107","9","67","7","25","0","230","25","0","0","0","0","0","0","12","<5"
"1847","4719","0","<5","103","0","16","<5","6","0","28","55","40","49","<5","24","6","9","<5","154","25","<5","0","0","0","0","0","<5","<5"
"1850","4722","<5","<5","116","0","15","0","8","0","18","84","60","37","6","20","0","6","<5","158","27","<5","0","0","0","0","0","<5","<5"
"1852","4724","0","<5","47","0","7","0","0","0","13","33","19","28","<5","6","<5","<5","0","63","9","0","0","0","0","0","0","<5","<5"
"1853","4725","0","<5","201","<5","25","0","12","0","24","90","68","62","11","33","<5","13","0","268","15","<5","0","0","0","0","0","<5","<5"
"1854","4726","0","0","39","0","10","0","<5","0","12","45","33","31","0","10","5","<5","0","67","6","0","0","<5","0","0","<5","<5","0"
"1855","4727","0","0","12","0","<5","0","<5","0","6","20","16","19","<5","<5","<5","<5","0","23","<5","0","0","0","0","0","0","0","<5"
"1856","4728","0","0","27","0","6","0","<5","0","<5","25","22","16","<5","6","0","5","0","39","<5","0","0","0","0","0","0","0","<5"
"1857","4730","0","9","310","<5","56","<5","20","0","77","223","164","190","25","96","13","36","0","483","35","0","0","<5","0","<5","0","12","5"
"1858","4731","0","0","17","0","<5","0","<5","0","7","14","12","11","0","<5","<5","<5","0","34","<5","0","0","<5","0","0","0","<5","0"
"1859","4732","0","0","16","0","<5","0","<5","0","7","15","10","19","0","8","<5","<5","0","31","<5","<5","0","0","0","0","0","<5","0"
"1860","4733","0","0","<5","0","0","0","0","0","0","<5","<5","<5","<5","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0"
"1861","4735","<5","7","128","<5","16","0","<5","0","31","76","52","67","<5","38","<5","10","0","183","12","0","0","0","0","0","0","<5","<5"
"1862","4736","0","0","12","0","<5","0","0","0","<5","5","<5","<5","0","0","0","<5","0","14","0","0","0","0","0","0","0","0","0"
"1864","4738","0","0","109","0","23","<5","13","0","32","47","39","53","10","47","<5","8","0","184","16","0","0","<5","0","0","0","<5","<5"
"1865","4739","<5","0","44","0","7","0","7","0","15","17","12","17","5","10","<5","<5","0","72","<5","0","0","0","0","0","0","5","<5"
"1875","4753","0","<5","231","<5","72","5","17","0","44","221","181","162","23","84","11","48","0","380","30","<5","0","0","0","0","0","9","7"
"1876","4754","<5","<5","180","<5","28","<5","17","0","36","148","122","112","12","75","5","39","0","313","24","0","<5","0","0","<5","0","15","<5"
"1877","4756","0","0","86","0","18","0","12","0","18","45","38","41","7","33","0","16","0","151","7","<5","0","<5","0","<5","<5","<5","<5"
"1878","4757","<5","0","45","<5","7","0","<5","0","14","28","22","23","<5","15","0","<5","0","75","5","0","0","0","0","0","0","<5","0"
"1879","4798","0","0","110","<5","20","<5","8","0","32","52","39","40","<5","25","5","11","0","172","24","0","0","0","0","0","0","<5","<5"
"1880","4799","0","0","166","<5","46","0","27","0","59","80","63","80","16","62","<5","19","0","311","15","0","0","<5","0","<5","<5","<5","<5"
"1883","4803","0","0","7","0","<5","0","<5","0","<5","26","17","12","<5","5","0","<5","0","16","0","0","0","0","0","0","0","<5","0"
"1888","4808","0","<5","146","0","35","0","17","0","31","59","45","49","<5","37","5","8","0","220","14","0","0","<5","0","0","0","7","<5"
"1899","4820","19","60","1,309","<5","283","11","140","<5","426","772","631","777","61","538","42","212","<5","2,294","88","<5","0","<5","0","<5","<5","103","10"
"1900","4821","<5","<5","155","<5","29","<5","9","0","49","123","94","112","8","73","<5","23","0","269","17","0","0","0","0","0","0","7","<5"
"1901","4822","0","0","59","0","8","0","7","0","11","63","42","41","<5","23","<5","7","0","94","15","0","<5","0","0","<5","0","<5","0"
"1902","4823","<5","<5","38","<5","<5","0","<5","0","10","43","28","33","<5","14","<5","<5","0","57","<5","<5","0","0","0","0","0","<5","0"
"1903","4824","<5","24","144","0","29","0","15","0","47","167","135","149","7","125","10","46","0","301","9","0","0","<5","0","0","<5","12","<5"
"1904","4825","35","160","921","<5","250","11","118","0","420","1,275","1,116","1,501","83","1,056","137","449","<5","2,163","57","6","0","<5","0","<5","<5","171","7"
"1905","4828","<5","<5","16","0","0","0","<5","0","11","34","27","38","<5","21","<5","14","0","48","<5","0","0","<5","0","0","0","7","0"
"1906","4829","<5","10","14","<5","6","0","<5","0","10","32","25","25","<5","24","<5","9","0","44","<5","<5","0","0","0","0","0","<5","0"
"1907","4830","<5","55","40","0","20","0","18","0","64","261","221","379","<5","259","75","58","0","228","<5","<5","0","0","0","0","0","41","<5"
"1908","4849","<5","8","345","<5","47","0","32","0","91","90","78","89","11","86","<5","22","0","540","41","<5","0","<5","0","0","<5","5","<5"
"1909","4850","9","35","1,967","9","365","<5","158","0","462","610","469","613","100","464","42","110","<5","2,942","275","<5","0","8","0","<5","7","74","19"
"1910","4852","<5","<5","430","7","67","0","34","0","137","306","242","264","35","174","26","62","<5","751","66","<5","<5","<5","0","0","<5","8","5"
"1911","4854","<5","19","687","<5","132","<5","57","0","185","410","317","335","31","264","26","75","<5","1,127","94","<5","0","<5","0","<5","<5","18","8"
"1912","4855","0","<5","95","<5","24","0","9","0","32","55","45","52","7","44","<5","17","0","175","15","0","0","<5","0","<5","0","<5","<5"
"1913","4856","0","5","76","0","19","<5","14","0","38","55","41","44","<5","35","10","8","0","161","18","0","0","0","0","0","0","5","<5"
"1914","4857","0","0","11","0","<5","0","<5","0","<5","0","0","0","0","0","0","0","0","13","<5","0","0","0","0","0","0","0","0"
"1915","4858","<5","<5","162","<5","55","<5","30","0","64","110","89","79","9","52","7","20","<5","302","22","0","0","0","0","<5","<5","8","<5"
"1916","4859","0","<5","73","0","6","0","<5","0","24","36","29","35","6","28","<5","8","0","126","9","0","0","<5","0","<5","0","<5","<5"
"1917","4860","22","109","1,541","<5","345","8","185","0","577","1,058","834","985","109","698","80","261","0","2,894","195","<5","<5","8","0","<5","6","132","22"
"1923","4871","37","171","1,079","8","305","<5","200","0","480","1,056","850","1,312","78","949","73","316","<5","2,338","163","<5","<5","7","0","<5","<5","163","15"
"1926","4874","6","61","91","<5","63","<5","35","0","100","350","291","399","6","243","48","86","0","358","<5","0","0","<5","0","<5","<5","61","<5"
"1927","4875","121","456","318","0","95","<5","68","0","136","1,017","867","1,188","41","744","165","316","0","978","<5","<5","0","<5","0","0","0","113","<5"
"1928","4876","18","83","76","<5","24","<5","16","0","37","390","341","414","9","236","71","148","0","310","<5","<5","0","<5","0","0","0","34","0"
"1938","4886","0","<5","131","<5","29","0","18","0","44","64","47","78","14","43","7","15","0","221","21","<5","0","<5","0","<5","<5","7","<5"
"1941","4890","15","36","88","0","28","0","26","<5","65","168","143","220","8","171","24","56","0","269","<5","<5","0","0","0","0","0","26","0"
"1942","4891","0","<5","75","0","5","0","<5","0","13","16","13","31","<5","23","<5","<5","0","99","<5","<5","0","<5","0","0","0","<5","<5"
"1943","4892","17","218","241","<5","97","<5","86","<5","250","809","731","1,262","10","995","140","228","0","989","<5","<5","0","5","0","0","<5","92","<5"
